-13.559,-21.407,-11.404,-15.248,-11.923,-15.291,-2.1548,-7.8474,-10.002,0.04239,3.3253,3.3677,0.35631,0.05849,0.5852,0.2415,0.51934,0.23916,-0.62424,-0.81493,-0.70844,-0.65641,-0.19568,-0.6316,0.091945,0.026703,0.0050166,0.62019,0.6837,44.369,0.42402,0.19617,0.25967,0.12013,0.054561,0.16226,-11.923,-12.823,-21.407,0.1761,0.16811,0.0026129,0.066037,0.025145,0.028249,0.056669,0.037053,0.0059795,0.024823,-12.564,-23.436,-13.858,-18.209,-11.556,-17.934,1.2944,-10.873,-9.5783,-0.27493,6.6524,6.3775,0.54823,0.044843,0.40693,0.14944,0.69136,0.1592,-1.8727,-0.785,-1.9895,-2.9965,-1.7738,-1.7326,0.071334,0.025359,0.0043905,0.66368,0.70484,42.797,0.46779,0.19589,0.23705,0.099269,0.061549,0.17374,-11.556,-15.74,-23.436,0.18156,0.11893,0.0034066,0.057758,0.019568,0.017713,0.058723,0.019425,0.0042824,0.016069,0.009,0.057,0.048,0.165,0.369,0.76978,7.6875,1.1875,0.50488,0.61842,0.52508,0.085714,0.73239,0.50279,0.38202,2.2364,-0.48649,17.28,0.5493,0.12825,7.38,3.4375,22.667,8.2222,0.27512,13.444,3,2.1972,0.11111,0.4527,7.7778,17.284,0.27566,24.556,3.6667,2.0432,0.1358,0.65077,6711,6143,4570,5064,8212,0.28493,1.7969,1.3442,-0.61941,0.54346,0.42738,0.14683,0.14413,0.58593,0.23712,1.6216,0.23712,2.94e+05,0.051277,2199.4,92560,1.1081,48.444,3.1358,0.57778,2.4444,1.1111,1.831,0.18519,0.72602,5.3333,6,0.29489,9.7778,2.4444,1.677,0.20988,0.65422,1
-12.802,-20.335,-10.399,-14.132,-11.096,-14.361,-2.4039,-7.533,-9.9369,0.22842,3.036,3.2644,0.34295,0.060525,0.59652,0.25249,0.50796,0.23955,-0.57229,-0.74854,-0.64839,-0.6281,-0.18825,-0.55448,0.11571,0.031183,0.0060513,0.60356,0.67496,44.992,0.40738,0.19618,0.26758,0.12886,0.052298,0.15826,-11.096,-11.805,-20.335,0.18909,0.18203,0.0064125,0.078576,0.027181,0.034402,0.066831,0.043155,0.0059795,0.027797,-11.559,-22.73,-12.844,-17.334,-10.5,-17.095,1.2853,-11.172,-9.8863,-0.2392,6.834,6.5948,0.54939,0.041949,0.40866,0.14534,0.7011,0.15357,-1.9547,-0.75344,-1.9783,-2.9398,-1.828,-1.7547,0.090777,0.031174,0.0051765,0.65128,0.71519,42.706,0.46579,0.18549,0.2494,0.099319,0.057024,0.16287,-10.5,-14.859,-22.73,0.20112,0.12981,0.0022024,0.071813,0.02341,0.019954,0.072635,0.023165,0.0042824,0.018801,0.001,0.044,0.037,0.103,0.29,0.7737,7.8378,1.1892,0.42041,0.5978,0.45889,0.08642,0.73653,0.42498,0.47583,2.8155,-0.40136,16.24,0.47143,0.099454,4.24,2.7838,18.556,0.46914,0.6,1.3333,0.88889,1.523,0.23457,-0.13245,3.8889,0.32099,0.72222,0.55556,0.55556,1.273,0.30864,0.10483,6274,5084,3297,3777,8214,0.42716,2.4914,1.542,-0.645,0.92501,0.64071,0.21322,0.23537,0.75089,0.37003,2.1747,0.37003,4.12e+05,0.067854,2338.4,1e+05,1.1456,49.778,0.39506,0.46667,1.3333,1.1111,1.2149,0.33333,-0.48751,2.1111,0.098765,0.83333,0.33333,0.33333,0.84869,0.50617,-0.18898,1
-12.431,-19.902,-10.074,-13.598,-10.829,-14.048,-2.3566,-7.4717,-9.8283,0.44978,2.7687,3.2185,0.34489,0.061731,0.59338,0.26362,0.4987,0.23768,-0.53347,-0.70253,-0.58846,-0.61836,-0.17804,-0.48642,0.12713,0.032382,0.0061623,0.58683,0.68024,45.466,0.39919,0.18764,0.28105,0.13211,0.048473,0.14878,-10.829,-11.377,-19.902,0.19562,0.19066,0.010325,0.027212,0.086472,0.039597,0.072656,0.047041,0.0059795,0.02954,-11.04,-22.566,-12.458,-16.903,-9.997,-16.873,1.4183,-11.526,-10.108,-0.030712,6.9065,6.8757,0.55811,0.039276,0.40261,0.14467,0.70963,0.1457,-2.3606,-0.72364,-2.1281,-3.6894,-2.1057,-1.6684,0.10204,0.033529,0.0054428,0.63829,0.72068,42.195,0.46,0.17829,0.26068,0.10103,0.053338,0.15439,-9.997,-14.509,-22.566,0.21602,0.13751,0.0004079,0.083737,0.026262,0.021257,0.084201,0.025911,0.0042824,0.021033,0.001,0.046,0.046,0.107,0.298,0.73256,6.4783,1,0.40217,0.53213,0.44787,0,0.73256,0.39309,0.4716,2.785,-0.39869,16.58,0.39869,0.097865,3.66,2.3261,19,0.66667,0.57778,2.4444,1.1111,1.677,0.20988,0.31741,3.8889,0.32099,0.66667,0.66667,0.66667,1.273,0.30864,0.61394,6215,5035,3033,3837,8588,0.47801,2.8315,1.6601,-0.70049,1.0353,0.71699,0.24814,0.26081,0.80946,0.38237,2.2382,0.38237,4.4e+05,0.11703,3321.3,1.28e+05,1.2651,49.444,0.24691,0.61111,0.77778,0.77778,1.3689,0.25926,0.25298,2.2222,0.17284,0.68889,0.88889,0.66667,1.273,0.30864,0.10483,1
-12.689,-19.529,-10.028,-13.35,-11.056,-14.014,-2.6611,-6.8396,-9.5006,0.66378,2.2942,2.958,0.3276,0.067825,0.60457,0.28135,0.47717,0.24148,-0.50405,-0.66998,-0.52543,-0.61169,-0.17507,-0.43576,0.1272,0.031091,0.0060396,0.57769,0.67468,46.654,0.38976,0.18793,0.28492,0.13738,0.04748,0.14701,-11.056,-11.263,-19.529,0.19775,0.19425,0.014031,0.025256,0.091109,0.042959,0.075066,0.048926,0.0059795,0.029684,-10.91,-22.52,-12.126,-16.84,-9.6992,-16.965,1.2156,-11.61,-10.395,0.12457,7.1408,7.2654,0.54798,0.037823,0.41419,0.13988,0.72419,0.13593,-2.6845,-0.67104,-2.2977,-3.8032,-2.3477,-1.8025,0.10862,0.033835,0.0055331,0.62556,0.71891,42.803,0.44972,0.17584,0.26918,0.10525,0.050939,0.14955,-9.6992,-14.532,-22.52,0.22613,0.14142,0.00093407,0.092551,0.028162,0.021817,0.09328,0.027699,0.0042824,0.021287,0.018,0.071,0.074,0.12,0.284,0.58659,3.8378,0.95946,0.32957,0.37198,0.36713,-0.02069,0.6,0.29286,0.40594,2.3667,-0.25654,14.27,0.23711,0.090324,2.64,1.6216,17.333,1.5556,0.4,2,1.3333,1.523,0.23457,0.080582,6.2222,1.5062,0.53333,2,1.1111,1.8892,0.16049,0.064018,6836,5745,4212,4534,7691,0.29228,1.826,1.364,-0.47512,0.65772,0.4384,0.15396,0.14483,0.60147,0.25824,1.6963,0.25824,2.96e+05,0.036817,1748.1,80640,1.0764,50.667,0.88889,0.61111,0.77778,0.77778,1.8892,0.16049,0.4375,4.1111,0.32099,0.83333,0.33333,0.33333,1.1491,0.38272,0.41603,1
-12.686,-19.278,-9.8185,-13.108,-10.932,-13.939,-2.8675,-6.5919,-9.4594,0.83143,2.1756,3.007,0.31701,0.069483,0.61351,0.28768,0.47476,0.23756,-0.50314,-0.68221,-0.50731,-0.59134,-0.17505,-0.45195,0.13155,0.03196,0.0064395,0.57937,0.6646,46.828,0.38505,0.19432,0.27955,0.14108,0.04895,0.15156,-10.932,-11.109,-19.278,0.19887,0.19809,0.016015,0.023308,0.094832,0.046036,0.076086,0.050707,0.0066011,0.030782,-10.581,-22.387,-11.858,-16.623,-9.3839,-16.69,1.2767,-11.805,-10.529,0.067196,7.2387,7.3059,0.55209,0.036431,0.41148,0.13737,0.72737,0.13526,-2.442,-0.6623,-2.0977,-3.8597,-2.13,-1.7647,0.11692,0.035847,0.0056739,0.61872,0.7267,42.535,0.44962,0.1691,0.27708,0.10421,0.04853,0.14325,-9.3839,-14.269,-22.387,0.23454,0.14559,0.0015124,0.09997,0.03013,0.022753,0.10095,0.029589,0.0042824,0.021867,0.023,0.066,0.068,0.131,0.264,0.59036,3.8824,0.97059,0.32678,0.40053,0.35337,-0.014925,0.6,0.27983,0.33671,2.0153,-0.32995,11.32,0.31658,0.11387,3.7,1.9265,16.667,0.44444,0.61111,0.77778,0.77778,1.273,0.30864,0.81111,6.5556,0.91358,0.6,1.3333,0.88889,1.5811,0.20988,0.6576,6682,5883,4434,4627,7072,0.22927,1.5949,1.3268,-0.4012,0.52776,0.34389,0.14045,0.091779,0.53551,0.20899,1.5284,0.20899,2.33e+05,0.0213,1365.4,69540,1.0435,51.222,0.39506,0.56667,1.6667,1,1.7351,0.18519,0.35,4,0.44444,0.68889,0.88889,0.66667,1.5811,0.20988,0.5,1
-12.478,-19.034,-9.6201,-12.888,-10.761,-13.687,-2.8583,-6.5555,-9.4138,0.79854,2.1276,2.9261,0.31723,0.070118,0.61265,0.28867,0.47115,0.24018,-0.49984,-0.69457,-0.5016,-0.58093,-0.17393,-0.4587,0.13801,0.033254,0.0068863,0.57967,0.65689,47.061,0.38078,0.19889,0.27611,0.14422,0.049898,0.15462,-10.761,-10.877,-19.034,0.20206,0.204,0.01545,0.022593,0.10088,0.047956,0.051906,0.080286,0.0065424,0.032691,-10.289,-22.076,-11.621,-16.342,-9.1212,-16.392,1.3321,-11.787,-10.455,0.050316,7.2203,7.2706,0.5549,0.036772,0.40833,0.13772,0.72615,0.13613,-2.4968,-0.66459,-2.085,-3.4979,-2.1499,-1.7174,0.12438,0.038125,0.0060927,0.61948,0.72443,42.375,0.44877,0.17071,0.27566,0.10486,0.048984,0.14455,-9.1212,-13.983,-22.076,0.24265,0.15093,0.0013581,0.10747,0.032403,0.023853,0.10851,0.03178,0.0042824,0.023029,0.001,0.055,0.044,0.122,0.327,0.7628,7.4318,1.25,0.4468,0.57971,0.48737,0.11111,0.71204,0.4616,0.45657,2.6803,-0.37853,17.78,0.46988,0.12254,5.12,2.7727,20,2.2222,0.5,2.3333,1.2222,1.8892,0.16049,0.3,4.6667,0.22222,0.83333,0.33333,0.33333,1.273,0.30864,0.31623,6424,5297,3248,3956,8504,0.44724,2.6182,1.6308,-0.65091,0.98321,0.67084,0.23979,0.23237,0.7912,0.36501,2.1496,0.36501,4.23e+05,0.098279,3104,1.24e+05,1.218,48.778,1.0617,0.72222,0.55556,0.55556,1.3108,0.28395,0.93405,2.2222,0.39506,0.77778,0.44444,0.44444,0.93689,0.4321,0.18898,1
-12.459,-19.019,-9.3854,-12.766,-10.664,-13.393,-3.0739,-6.5599,-9.6338,0.62733,2.1023,2.7297,0.30766,0.067934,0.6244,0.28668,0.46519,0.24812,-0.45483,-0.64691,-0.47553,-0.51887,-0.15984,-0.42968,0.1458,0.031903,0.0067979,0.55627,0.64869,47.399,0.36085,0.19542,0.28784,0.15589,0.046626,0.14738,-10.664,-10.648,-19.019,0.20317,0.2091,0.013056,0.020665,0.10611,0.048855,0.050622,0.084137,0.0059795,0.035244,-9.9107,-21.944,-11.399,-16.104,-8.7906,-16.145,1.4883,-12.033,-10.545,0.041883,7.313,7.3549,0.56418,0.035325,0.40049,0.13556,0.73018,0.13426,-2.5477,-0.64811,-2.219,-4.1777,-2.2486,-1.5925,0.1347,0.039928,0.006306,0.60998,0.72721,41.801,0.44358,0.1664,0.28363,0.10639,0.046816,0.13941,-8.7906,-13.724,-21.944,0.24864,0.15425,0.0014876,0.11317,0.03392,0.024602,0.11418,0.033367,0.0042824,0.02368,0.009,0.051,0.038,0.116,0.324,0.79006,8.5263,1.3421,0.48164,0.65729,0.49768,0.14607,0.728,0.48379,0.47273,2.7931,-0.38922,18.07,0.50649,0.11495,5.2,3.0526,20.667,0.88889,0.44444,2.4444,1.3333,1.677,0.20988,0.625,4.1111,0.098765,0.77778,0.44444,0.44444,0.96496,0.40741,0.31623,6428,5075,3273,3868,9271,0.47816,2.8326,1.5506,-0.77694,0.97486,0.71721,0.21586,0.29249,0.7718,0.41122,2.3968,0.41122,4.98e+05,0.083322,2640.9,1.08e+05,1.1818,47.778,0.39506,0.6,1.3333,0.88889,1.8892,0.16049,-0.21651,1.8889,0.098765,0.88889,0.22222,0.22222,0.68374,0.62963,-0.125,1
-12.721,-19.057,-9.4054,-12.887,-10.797,-13.384,-3.3153,-6.3366,-9.6519,0.49645,2.0904,2.5868,0.29604,0.068815,0.63515,0.28488,0.461,0.25411,-0.42858,-0.60544,-0.45454,-0.48445,-0.15522,-0.41,0.14432,0.029664,0.0065633,0.54273,0.63766,47.636,0.34607,0.19665,0.29158,0.16569,0.045477,0.14541,-10.797,-10.711,-19.057,0.20378,0.21336,0.0096501,0.018741,0.11131,0.048261,0.048802,0.087947,0.0059795,0.037349,-9.9502,-22.022,-11.261,-16.169,-8.7302,-16.179,1.3112,-12.072,-10.761,0.01062,7.4384,7.449,0.5551,0.034447,0.41045,0.13259,0.73513,0.13227,-2.6191,-0.63197,-2.2635,-3.5927,-2.3122,-1.6768,0.13611,0.039913,0.0062008,0.60583,0.73106,42.334,0.4429,0.16293,0.28816,0.10601,0.045557,0.13611,-8.7302,-13.769,-22.022,0.25079,0.15475,0.0012783,0.11549,0.034268,0.024332,0.11636,0.033796,0.0042824,0.023537,0.001,0.047,0.044,0.112,0.329,0.76408,7.4773,1.0682,0.44939,0.58173,0.48969,0.032967,0.75,0.45096,0.49206,2.9375,-0.40881,18.88,0.4359,0.10473,4.2,2.5455,19.889,0.98765,0.53333,2,1.1111,2.0432,0.1358,0.31793,4.3333,0.22222,0.77778,0.44444,0.44444,1.3108,0.28395,0.45883,6101,5086,3081,3902,9160,0.49661,2.9731,1.6508,-0.83915,0.98677,0.74488,0.2455,0.28598,0.81072,0.40254,2.3475,0.40254,4.85e+05,0.11757,3362.7,1.29e+05,1.2665,47.889,0.76543,0.45556,1.8889,1.2222,1.523,0.23457,-0.28737,1.6667,0.22222,0.83333,0.33333,0.33333,1.273,0.30864,0.31623,1
-12.777,-19.202,-9.2785,-12.905,-10.762,-13.213,-3.4982,-6.4252,-9.9234,0.3078,2.1437,2.4515,0.28855,0.065722,0.64572,0.28013,0.45891,0.26096,-0.39564,-0.58572,-0.44087,-0.44121,-0.14412,-0.38875,0.14836,0.028158,0.0063355,0.52267,0.63266,47.758,0.33067,0.192,0.30199,0.17534,0.042703,0.13859,-10.762,-10.609,-19.202,0.20344,0.2156,0.0068039,0.016996,0.11433,0.047399,0.046824,0.090077,0.0059795,0.038848,-10.04,-22.263,-11.372,-16.321,-8.8222,-16.297,1.3322,-12.223,-10.891,-0.024342,7.4988,7.4744,0.55687,0.033374,0.40976,0.13111,0.73705,0.13184,-2.4489,-0.62959,-2.1451,-3.2814,-2.1785,-1.6863,0.13322,0.038879,0.0058433,0.60186,0.73869,42.204,0.44459,0.15728,0.2941,0.10404,0.043862,0.13135,-8.8222,-13.888,-22.263,0.24939,0.1539,0.00030585,0.11424,0.033803,0.023815,0.11472,0.033412,0.0042824,0.023626,0.001,0.053,0.046,0.111,0.319,0.74795,6.9348,1.1522,0.42992,0.5561,0.47341,0.070707,0.71505,0.43607,0.48372,2.8739,-0.35366,18.14,0.41401,0.11103,4.18,2.413,20.444,0.69136,0.66667,0.66667,0.66667,1.523,0.23457,0.8268,3.6667,0.44444,0.83333,0.33333,0.33333,1.2149,0.33333,0.70711,6128,5001,3132,3856,8955,0.48176,2.8592,1.5967,-0.79934,0.97008,0.72261,0.2298,0.28332,0.78874,0.39802,2.3224,0.39802,4.7e+05,0.10361,3017.8,1.18e+05,1.2312,48,0.22222,0.72222,0.55556,0.55556,1.2149,0.33333,0.47434,1.4444,0.24691,0.61111,0.77778,0.77778,1.2149,0.33333,-0.55,1
-12.804,-19.273,-9.2722,-12.937,-10.802,-13.143,-3.5322,-6.4682,-10,0.2059,2.1353,2.3412,0.28728,0.064787,0.64793,0.27865,0.45561,0.26575,-0.37654,-0.55633,-0.4347,-0.42874,-0.13967,-0.36161,0.14938,0.027014,0.0061001,0.50998,0.63157,47.914,0.32209,0.18789,0.30948,0.18054,0.040836,0.1337,-10.802,-10.579,-19.273,0.20461,0.21856,0.004375,0.0163,0.1184,0.046499,0.04573,0.093564,0.0059795,0.039971,-10.083,-22.291,-11.465,-16.419,-8.8929,-16.284,1.3815,-12.208,-10.826,-0.13495,7.5262,7.3912,0.55939,0.033646,0.40697,0.13006,0.73578,0.13416,-2.402,-0.629,-2.2326,-3.2621,-2.2058,-1.6157,0.13138,0.038179,0.0058155,0.6019,0.73563,42.053,0.44277,0.15912,0.29286,0.10525,0.044265,0.13264,-8.8929,-13.932,-22.291,0.24584,0.15317,0.00047566,0.11092,0.033725,0.023296,0.11144,0.033351,0.0042824,0.023004,0.001,0.037,0.034,0.101,0.335,0.81572,9.8529,1.0882,0.49135,0.66667,0.51956,0.042254,0.80108,0.49976,0.5367,3.3168,-0.46377,20.42,0.4963,0.086929,4.14,2.9706,20.444,0.46914,0.54444,1.4444,1,1.5811,0.20988,0.7166,3.6667,0.22222,0.72222,0.55556,0.55556,1.3108,0.28395,0.625,6107,4952,2803,3715,9102,0.52911,3.2472,1.7667,-0.79207,1.1165,0.79362,0.27711,0.29529,0.85306,0.4203,2.4501,0.4203,4.97e+05,0.13992,3719.7,1.41e+05,1.3254,48.444,0.24691,0.72222,0.55556,0.55556,1.523,0.23457,0.31623,1.7778,0.17284,0.83333,0.33333,0.33333,0.84869,0.50617,-0.18898,1
